Date,AMD,INTC,NVDA,QQQ,AMD_Return,INTC_Return,NVDA_Return,QQQ_Return
2022-11-16,72.69999694824219,28.475122451782227,15.890908241271973,280.0754089355469,0.0,0.0,0.0,0.0
2022-11-17,73.9000015258789,28.822261810302734,15.658187866210938,279.45721435546875,0.01650625348018986,0.01219096982316148,-0.014644875643835875,-0.002207243336455833
2022-11-18,73.56999969482422,28.802978515625,15.390510559082031,279.46710205078125,-0.004465518595951901,-0.0006690416874515215,-0.017095037396155588,3.538178584983065e-05
2022-11-21,72.45999908447266,27.906200408935547,15.29861831665039,276.5921325683594,-0.015087679964060907,-0.031134908711019982,-0.005970707864360936,-0.010287327063990048
2022-11-22,75.25,28.754762649536133,16.018754959106445,280.57586669921875,0.03850401532954484,0.030407659522464936,0.04707200529817035,0.014402919178747142
2022-11-23,76.4000015258789,28.610122680664062,16.49917221069336,283.3919372558594,0.015282412304038706,-0.005030122162194339,0.029990923315410534,0.010036752589485776
2022-11-25,75.13999938964844,28.291912078857422,16.250476837158203,281.5275573730469,-0.016492174228604828,-0.011122308189950525,-0.015073203089181253,-0.006578803549831647
2022-11-28,73.19000244140625,27.703699111938477,15.80800724029541,277.396728515625,-0.025951516689935228,-0.020790852356653455,-0.027228099291895624,-0.014672911227472496
2022-11-29,73.38999938964844,27.867626190185547,15.620233535766602,275.2969055175781,0.002732571957519747,0.005917154874687025,-0.011878391860181026,-0.0075697468001271195
2022-11-30,77.62999725341797,28.995832443237305,16.90701675415039,287.8465576171875,0.057773510001794204,0.0404844763365273,0.08237925607433216,0.04558588145411635
2022-12-01,77.4800033569336,28.764406204223633,17.118818283081055,288.1997985839844,-0.0019321641348862828,-0.007981362130806802,0.01252743355084629,0.0012271849617415675
2022-12-02,74.9800033569336,28.359407424926758,16.860057830810547,287.0517578125,-0.032266389928805816,-0.014079858851298255,-0.015115555758089205,-0.003983489152751152
2022-12-05,73.62000274658203,28.12798500061035,16.59431266784668,282.23406982421875,-0.018138177506840547,-0.00816034061815396,-0.015761817997933414,-0.01678334257555092
2022-12-06,70.2699966430664,27.578346252441406,15.97189998626709,276.3861083984375,-0.04550402035500001,-0.019540637132628547,-0.037507590343623165,-0.020720253332361604
2022-12-07,70.13999938964844,27.317989349365234,16.104778289794922,275.25762939453125,-0.0018499681176631366,-0.009440627827824288,0.00831950510847701,-0.004082980184660467
2022-12-08,70.47000122070312,27.424062728881836,17.15278434753418,278.5152587890625,0.004704902109015308,0.003882913129515053,0.06507423069607521,0.011834837790679398
2022-12-09,68.58999633789062,27.231204986572266,16.984941482543945,276.7392578125,-0.026678087842294196,-0.00703242784324809,-0.009785167328496325,-0.00637667388237273
2022-12-12,70.66999816894531,27.665130615234375,17.518442153930664,280.2127380371094,0.030325148594674056,0.015934866961490712,0.03141021545084621,0.0125514545788179
2022-12-13,71.6500015258789,27.703699111938477,18.054933547973633,283.2250671386719,0.013867318272610785,0.001394119450961906,0.03062437797430495,0.010750150484463594
2022-12-14,68.93000030517578,27.250490188598633,17.65730857849121,281.1253356933594,-0.037962333046436925,-0.016359148340033047,-0.02202306468898907,-0.007413649739853145
2022-12-15,66.52999877929688,26.18014144897461,16.935991287231445,271.68609619140625,-0.03481795321707981,-0.0392781462724604,-0.040850919496214666,-0.033576623318821386
2022-12-16,65.41000366210938,25.958356857299805,16.555347442626953,269.0957336425781,-0.016834437663269974,-0.008471481794972924,-0.02247543932615692,-0.009534394969565096
2022-12-19,64.58999633789062,25.833003997802734,16.238649368286133,265.3139343261719,-0.01253642070492289,-0.004828998236913407,-0.01912965435720071,-0.014053731975659511
2022-12-20,65.05000305175781,25.495506286621094,16.069812774658203,265.107421875,0.007121949836639496,-0.0130645940832258,-0.010397206676416415,-0.0007783701662574805
2022-12-21,67.68000030517578,25.871572494506836,16.485416412353516,268.9530944824219,0.04043039400513759,0.014750293783461155,0.025862382065254153,0.01450609183335172
